query_uid,et3,qpp5
fever:201364,bm25,bm25
fever:201365,bm25,bm25
fever:201372,ce20,ce100
fever:201374,ce20,bm25
fever:201375,ce20,ce100
fever:201377,ce20,bm25
fever:201378,ce20,ce100
fever:201379,ce20,ce100
fever:201388,ce20,ce100
fever:201389,ce20,ce100
fever:201391,ce100,ce100
fever:201438,ce100,ce100
fever:201439,ce100,ce100
fever:201441,ce20,bm25
fever:201446,ce20,ce100
fever:201454,ce20,ce100
fever:201457,ce20,ce100
fever:201459,ce20,ce100
fever:201460,ce100,ce100
fever:201573,ce100,ce100
fever:201574,ce100,ce100
fever:201575,ce100,ce100
fever:201576,ce100,ce100
fever:201583,ce20,ce100
fever:201587,ce20,ce100
fever:201592,ce20,ce100
fever:201596,ce100,ce100
fever:201598,ce100,ce100
fever:201600,ce20,ce100
fever:201602,ce100,ce100
fever:201603,ce20,ce100
fever:201606,ce20,ce100
fever:20161,ce100,ce100
fever:201738,ce100,ce100
fever:201739,ce100,ce100
fever:201740,ce100,ce100
fever:201743,ce100,ce100
fever:201744,ce100,ce100
fever:201745,bm25,bm25
fever:201747,ce20,ce100
fever:201748,ce100,ce100
fever:201749,ce100,ce100
fever:201751,ce100,ce100
fever:201756,ce100,ce100
fever:201757,ce100,ce100
fever:201793,ce100,ce100
fever:201795,ce100,ce100
fever:201796,ce100,ce100
fever:201797,ce100,ce100
fever:201798,ce100,ce100
fever:201799,ce100,ce100
fever:201801,ce20,bm25
fever:201808,ce20,ce100
fever:201813,ce20,ce100
fever:201823,ce100,ce100
fever:201826,ce20,ce100
fever:201827,ce100,ce100
fever:201833,ce20,ce100
fever:20191,bm25,bm25
fever:20202,ce100,ce100
fever:202025,ce20,ce100
fever:202026,ce20,ce100
fever:202027,ce20,bm25
fever:202032,ce20,bm25
fever:202037,ce20,ce100
fever:202039,bm25,bm25
fever:202044,ce20,ce100
fever:202049,ce20,ce100
fever:202050,ce20,ce100
fever:202051,ce20,ce100
fever:202053,ce20,ce100
fever:202054,ce20,ce100
fever:202056,ce20,ce100
fever:202059,ce20,ce100
fever:202297,ce20,ce100
fever:202298,ce20,ce100
fever:202301,ce20,bm25
fever:202302,ce20,ce100
fever:202303,ce20,ce100
fever:202308,ce20,ce100
fever:202313,ce20,ce100
fever:202314,ce20,ce100
fever:202316,ce20,ce100
fever:202317,ce20,ce100
fever:202320,ce20,ce100
fever:202436,ce20,bm25
fever:202439,ce20,ce100
fever:202441,ce20,ce100
fever:202445,ce20,ce100
fever:202448,ce20,ce100
fever:202450,ce20,ce100
fever:202454,ce20,ce100
fever:202460,ce20,ce100
fever:202461,ce20,ce100
fever:202468,ce20,ce100
fever:202470,ce20,ce100
fever:202472,ce20,ce100
fever:202475,ce20,bm25
fever:202477,ce20,ce100
fever:20261,ce20,ce100
fever:202729,ce100,ce100
fever:202730,ce20,ce100
fever:202733,ce100,ce100
fever:202736,ce100,ce100
fever:202737,ce100,ce100
fever:202738,ce100,ce100
fever:202743,ce100,ce100
fever:202747,ce100,ce100
fever:202751,ce20,ce100
fever:202752,ce100,ce100
fever:202754,ce20,ce100
fever:202756,bm25,bm25
fever:202759,ce20,ce100
fever:202760,ce20,ce100
fever:202762,ce20,ce100
fever:202764,ce100,ce100
fever:202765,ce20,ce100
fever:202766,ce100,ce100
fever:202772,bm25,bm25
fever:202773,ce20,ce100
fever:202776,ce20,ce100
fever:202780,ce100,ce100
fever:202783,ce20,ce100
fever:202786,ce100,ce100
fever:202788,ce20,ce100
fever:202789,ce20,ce100
fever:20279,ce100,ce100
fever:202791,ce100,ce100
fever:202792,ce20,bm25
fever:202793,ce20,ce100
fever:202794,ce100,ce100
fever:20280,ce100,ce100
fever:20288,ce20,ce100
fever:20291,ce20,ce100
fever:202922,ce20,ce100
fever:202926,ce100,ce100
fever:202927,ce100,ce100
fever:202928,ce100,ce100
fever:202930,ce100,ce100
fever:202932,ce20,ce100
fever:202935,ce100,ce100
fever:202936,ce100,ce100
fever:202937,ce20,ce100
fever:202940,ce100,ce100
fever:202941,ce100,ce100
fever:202942,ce100,ce100
fever:202949,ce20,ce100
fever:202950,ce20,ce100
fever:202953,ce100,ce100
fever:202956,ce20,ce100
fever:202979,ce20,ce100
fever:202995,ce100,ce100
fever:203000,ce20,ce100
fever:203002,ce20,ce100
fever:203004,ce100,ce100
fever:203008,ce100,ce100
fever:203009,ce20,bm25
fever:203011,ce100,ce100
fever:203034,bm25,bm25
fever:203038,bm25,bm25
fever:203042,ce20,bm25
fever:203044,ce100,ce100
fever:203053,ce100,ce100
fever:203054,ce100,ce100
fever:203058,ce20,ce100
fever:203067,bm25,bm25
fever:203153,ce100,ce100
fever:203154,ce100,ce100
fever:203155,ce100,ce100
fever:203156,ce20,ce100
fever:203157,ce20,ce100
fever:20316,ce100,ce100
fever:203160,ce20,ce100
fever:203161,ce100,ce100
fever:203165,ce20,ce100
fever:203178,ce100,ce100
fever:203181,ce100,ce100
fever:203369,ce20,ce100
fever:203370,ce100,ce100
fever:203373,bm25,bm25
fever:203374,ce100,ce100
fever:203376,ce100,ce100
fever:203377,ce20,ce100
fever:203384,bm25,bm25
fever:203386,bm25,bm25
fever:203389,ce100,ce100
fever:203392,ce20,ce100
fever:203393,ce100,ce100
fever:203395,ce20,bm25
fever:203607,bm25,bm25
fever:203610,bm25,bm25
fever:203613,ce20,ce100
fever:203614,ce20,ce100
fever:203615,bm25,bm25
fever:203617,ce20,ce100
fever:203621,ce100,ce100
fever:203622,bm25,bm25
fever:203623,bm25,bm25
fever:203625,ce20,bm25
fever:203627,bm25,bm25
fever:203695,bm25,bm25
fever:203696,ce20,ce100
fever:203701,ce20,ce100
fever:203994,bm25,bm25
fever:203995,bm25,bm25
fever:203996,ce20,ce100
fever:203997,ce20,bm25
fever:203998,bm25,bm25
fever:204002,bm25,bm25
fever:204003,ce20,bm25
fever:204008,bm25,bm25
fever:204010,bm25,bm25
fever:204015,ce20,bm25
fever:204017,ce20,ce100
fever:204020,ce100,ce100
fever:204022,ce100,ce100
fever:204024,ce100,ce100
fever:204025,ce100,ce100
fever:204026,ce100,ce100
fever:204027,ce100,ce100
fever:204030,ce100,ce100
fever:204032,ce100,ce100
fever:204033,ce20,ce100
fever:204035,ce100,ce100
fever:204037,ce100,ce100
fever:2042,ce100,ce100
fever:20424,ce100,ce100
fever:20428,bm25,bm25
fever:20429,ce20,bm25
fever:2043,ce100,ce100
fever:204300,ce100,ce100
fever:204301,ce20,ce100
fever:204302,ce20,ce100
fever:204305,ce100,ce100
fever:204306,ce100,ce100
fever:204307,ce20,ce100
fever:204309,ce20,ce100
fever:204310,ce100,ce100
fever:204312,ce20,ce100
fever:204316,ce100,ce100
fever:204321,ce100,ce100
fever:204325,ce100,ce100
fever:204326,ce100,ce100
fever:204330,ce100,ce100
fever:204331,ce100,ce100
fever:204333,ce20,bm25
fever:204334,ce20,bm25
fever:204341,ce100,ce100
fever:204342,ce20,ce100
fever:204343,ce100,ce100
fever:204344,ce20,ce100
fever:204347,ce20,ce100
fever:204349,ce100,ce100
fever:204351,ce100,ce100
fever:204352,ce100,ce100
fever:204355,ce20,ce100
fever:204356,ce100,ce100
fever:204361,ce100,ce100
fever:20440,ce100,ce100
fever:204413,ce20,ce100
fever:204415,ce20,ce100
fever:204419,ce20,ce100
fever:204421,ce20,bm25
fever:204425,bm25,bm25
fever:204431,ce20,ce100
fever:204432,ce20,bm25
fever:204436,ce20,bm25
fever:204437,ce20,ce100
fever:204440,bm25,bm25
fever:204443,ce20,bm25
fever:204444,ce20,ce100
fever:204449,ce20,bm25
fever:204450,ce20,ce100
fever:204454,bm25,bm25
fever:204457,bm25,bm25
fever:204458,bm25,bm25
fever:204545,ce100,ce100
fever:204548,ce100,ce100
fever:204549,ce20,ce100
fever:204551,ce20,ce100
fever:204555,ce100,ce100
fever:204556,ce100,ce100
fever:204557,ce100,ce100
fever:204560,ce20,ce100
fever:204563,ce20,ce100
fever:204566,ce100,ce100
fever:204568,ce20,ce100
fever:20457,ce20,ce100
fever:204571,ce100,ce100
fever:204572,ce20,ce100
fever:204575,ce20,ce100
fever:204577,ce100,ce100
fever:20458,ce20,ce100
fever:20461,ce100,ce100
fever:204627,ce20,ce100
fever:204630,ce100,ce100
fever:204631,ce20,ce100
fever:204636,ce100,ce100
fever:204637,ce20,ce100
fever:204640,ce100,ce100
fever:204641,ce20,ce100
fever:204643,ce20,ce100
fever:204645,ce20,ce100
fever:204646,ce20,ce100
fever:204647,ce20,ce100
fever:204650,ce100,ce100
fever:204651,ce100,ce100
fever:204652,ce20,ce100
fever:204653,ce20,ce100
fever:204654,ce100,ce100
fever:20492,ce20,ce100
fever:20493,ce20,ce100
fever:20497,ce20,ce100
fever:204980,ce100,ce100
fever:204981,ce100,ce100
fever:204985,ce100,ce100
fever:204997,ce100,ce100
fever:204998,ce100,ce100
fever:205004,ce100,ce100
fever:205063,ce20,ce100
fever:205065,ce20,ce100
fever:205070,ce20,ce100
fever:205073,ce20,ce100
fever:205074,ce20,ce100
fever:205075,ce20,ce100
fever:205076,ce20,ce100
fever:205079,ce20,ce100
fever:205081,ce20,ce100
fever:205083,ce20,ce100
fever:205086,ce20,ce100
fever:205088,ce20,ce100
fever:205089,ce20,ce100
fever:205090,ce20,ce100
fever:205092,ce20,ce100
fever:205093,ce20,ce100
fever:205094,ce20,ce100
fever:205095,ce20,ce100
fever:205097,ce100,ce100
fever:205099,ce100,ce100
fever:205100,ce20,ce100
fever:205102,ce20,ce100
fever:205106,ce100,ce100
fever:205107,ce100,ce100
fever:205108,ce20,ce100
fever:205114,ce20,ce100
fever:205120,ce100,ce100
fever:205121,ce20,ce100
fever:205122,ce20,ce100
fever:205123,ce100,ce100
fever:205124,ce100,ce100
fever:205125,ce20,ce100
fever:205126,ce100,ce100
fever:205129,ce20,bm25
fever:205133,ce100,ce100
fever:205134,ce20,ce100
fever:205278,ce20,ce100
fever:205280,ce100,ce100
fever:205283,ce100,ce100
fever:205286,ce100,ce100
fever:205288,ce20,ce100
fever:20561,ce20,ce100
fever:20563,ce20,ce100
fever:205631,ce20,bm25
fever:205636,ce100,ce100
fever:205639,bm25,bm25
fever:205641,ce100,ce100
fever:205643,ce100,ce100
fever:205646,ce20,bm25
fever:205648,ce20,ce100
fever:205650,ce20,ce100
fever:205652,ce100,ce100
fever:205655,ce20,ce100
fever:205656,ce100,ce100
fever:205658,ce20,bm25
fever:205660,ce20,ce100
fever:205662,ce20,bm25
fever:20569,ce100,ce100
fever:20572,ce20,ce100
fever:205725,ce100,ce100
fever:205726,ce100,ce100
fever:205731,ce100,ce100
fever:205733,ce20,ce100
fever:205738,ce100,ce100
fever:205739,ce20,ce100
fever:205745,ce100,ce100
fever:205747,ce20,ce100
fever:20590,ce100,ce100
fever:206018,ce100,ce100
fever:206021,ce100,ce100
fever:206022,ce100,ce100
fever:206023,ce100,ce100
fever:206024,ce100,ce100
fever:206026,ce100,ce100
fever:20603,ce100,ce100
fever:206030,ce100,ce100
fever:206031,ce100,ce100
fever:206034,ce100,ce100
fever:206035,ce100,ce100
fever:206038,ce100,ce100
fever:206039,ce100,ce100
fever:206040,ce100,ce100
fever:206041,ce100,ce100
fever:20605,ce20,ce100
fever:206148,ce100,ce100
fever:206150,ce100,ce100
fever:206156,ce100,ce100
fever:206157,ce100,ce100
fever:206158,ce100,ce100
fever:206159,ce100,ce100
fever:206161,ce100,ce100
fever:206163,ce100,ce100
fever:206167,ce100,ce100
fever:206169,ce100,ce100
fever:206171,ce100,ce100
fever:206173,ce100,ce100
fever:206174,ce100,ce100
fever:20623,ce100,ce100
fever:20640,ce100,ce100
fever:20641,ce100,ce100
fever:206434,ce20,ce100
fever:206436,bm25,bm25
fever:206437,bm25,bm25
fever:206441,ce20,ce100
fever:206447,ce20,ce100
fever:206449,ce20,ce100
fever:206453,ce20,ce100
fever:206454,ce100,ce100
fever:206457,ce20,ce100
fever:206458,ce20,ce100
fever:206459,ce20,ce100
fever:206465,ce20,ce100
fever:206712,ce20,bm25
fever:206715,ce20,bm25
fever:206716,ce20,bm25
fever:206717,bm25,bm25
fever:206718,ce20,bm25
fever:20672,ce20,bm25
fever:206722,bm25,bm25
fever:206723,ce20,bm25
fever:206728,ce20,ce100
fever:206730,ce20,ce100
fever:206733,ce20,bm25
fever:206737,ce20,ce100
fever:20694,ce20,ce100
fever:206984,ce20,ce100
fever:206985,ce20,ce100
fever:206988,ce20,ce100
fever:206991,ce20,ce100
fever:206992,ce20,ce100
fever:206993,ce20,ce100
fever:206994,ce20,bm25
fever:206997,ce20,ce100
fever:206998,ce20,ce100
fever:207000,ce20,bm25
fever:207001,ce20,ce100
fever:207003,ce20,ce100
fever:207006,bm25,bm25
fever:207007,ce20,ce100
fever:207008,ce20,bm25
fever:207009,ce20,ce100
fever:207010,ce20,ce100
fever:20703,bm25,bm25
fever:20708,ce20,ce100
fever:20711,ce20,ce100
fever:20720,ce100,ce100
fever:207252,bm25,bm25
fever:207256,bm25,bm25
fever:207259,ce20,bm25
fever:207260,bm25,bm25
fever:207261,ce20,ce100
fever:207263,bm25,bm25
fever:207317,ce20,ce100
fever:207320,bm25,bm25
fever:207326,bm25,bm25
fever:207328,ce20,ce100
fever:207332,ce20,ce100
fever:207334,bm25,bm25
fever:207338,ce20,ce100
fever:207341,bm25,bm25
fever:207378,ce20,bm25
fever:207379,bm25,bm25
fever:207382,ce20,bm25
fever:207383,bm25,bm25
fever:207384,bm25,bm25
fever:207387,bm25,bm25
fever:207388,ce20,bm25
fever:207390,ce20,bm25
fever:207514,ce20,ce100
fever:207517,ce100,ce100
fever:207521,ce100,ce100
fever:207525,ce20,ce100
fever:207526,ce20,ce100
fever:207527,ce100,ce100
fever:207528,ce100,ce100
fever:207531,ce100,ce100
fever:207533,ce20,ce100
fever:207534,ce100,ce100
fever:207541,ce100,ce100
fever:207543,ce100,ce100
fever:207669,ce20,ce100
fever:207676,ce20,ce100
fever:207678,ce100,ce100
fever:207693,ce100,ce100
fever:20770,bm25,bm25
fever:20782,ce20,ce100
fever:20783,ce20,ce100
fever:20807,ce100,ce100
fever:208133,ce100,ce100
fever:208134,ce20,ce100
fever:208136,ce100,ce100
fever:208139,ce100,ce100
fever:208144,ce100,ce100
fever:208146,ce100,ce100
fever:208148,ce100,ce100
fever:208149,ce100,ce100
fever:208150,ce20,ce100
fever:208151,ce20,bm25
fever:208153,ce100,ce100
fever:208154,ce100,ce100
fever:208156,ce100,ce100
fever:208157,ce100,ce100
fever:208159,ce100,ce100
fever:208410,ce20,ce100
fever:208413,ce20,ce100
fever:208414,ce20,ce100
fever:208416,ce20,ce100
fever:208418,ce20,ce100
fever:208420,ce20,bm25
fever:208422,ce20,ce100
fever:208424,ce20,bm25
fever:208426,ce20,ce100
fever:208427,ce20,ce100
fever:208429,ce20,ce100
fever:208431,ce20,bm25
fever:208433,ce20,ce100
fever:208435,ce20,ce100
fever:208438,ce20,bm25
fever:208440,ce20,ce100
fever:208441,ce20,ce100
fever:20847,ce20,ce100
fever:208896,ce100,ce100
fever:208898,ce20,ce100
fever:208900,ce20,ce100
fever:208901,ce100,ce100
fever:208903,ce100,ce100
fever:208906,ce100,ce100
fever:208908,ce100,ce100
fever:208910,ce100,ce100
fever:208911,ce20,ce100
fever:208912,ce100,ce100
fever:208916,ce100,ce100
fever:208917,ce100,ce100
fever:208918,ce100,ce100
fever:208919,ce100,ce100
fever:208924,ce100,ce100
fever:208927,ce100,ce100
fever:209084,ce20,bm25
fever:209085,ce20,ce100
fever:209086,ce20,ce100
fever:209087,ce20,ce100
fever:209088,ce20,ce100
fever:209092,ce20,ce100
fever:209093,ce20,ce100
fever:209095,ce20,ce100
fever:209096,ce20,ce100
fever:209097,ce20,ce100
fever:209098,ce20,bm25
fever:209099,ce20,ce100
fever:209101,bm25,bm25
fever:209102,ce100,ce100
fever:209103,bm25,bm25
fever:209107,ce20,ce100
fever:209109,ce20,ce100
fever:209114,ce100,ce100
fever:209117,ce20,ce100
fever:209119,ce100,ce100
fever:209122,ce20,ce100
fever:209123,ce20,bm25
fever:20925,bm25,bm25
fever:20926,bm25,bm25
fever:209341,ce100,ce100
fever:209342,ce100,ce100
fever:209346,ce20,ce100
fever:209350,ce100,ce100
fever:209352,ce100,ce100
fever:209354,bm25,bm25
fever:209355,ce20,ce100
fever:209356,ce100,ce100
fever:209358,ce100,ce100
fever:209360,ce20,ce100
fever:20954,bm25,bm25
fever:209845,ce20,ce100
fever:209846,ce20,ce100
fever:209849,ce20,ce100
fever:209852,bm25,bm25
fever:209855,bm25,bm25
fever:209856,ce20,ce100
fever:209857,ce20,ce100
fever:209858,ce20,bm25
fever:209859,ce100,ce100
fever:209860,ce20,ce100
fever:209861,ce20,ce100
fever:209863,ce20,ce100
fever:209869,ce100,ce100
fever:209872,ce20,ce100
fever:209874,ce100,ce100
fever:209877,ce20,ce100
fever:209879,ce20,ce100
fever:209880,ce100,ce100
fever:209881,ce100,ce100
fever:209884,ce20,ce100
fever:209888,ce100,ce100
fever:21008,bm25,bm25
fever:210206,ce20,ce100
fever:210212,ce20,ce100
fever:21026,ce20,ce100
fever:21027,bm25,bm25
fever:21032,ce20,bm25
fever:21033,ce20,ce100
fever:2106,ce20,bm25
fever:21072,ce100,ce100
fever:21085,bm25,bm25
fever:211007,ce100,ce100
fever:211009,ce100,ce100
fever:211010,ce100,ce100
fever:211011,ce100,ce100
fever:211013,ce100,ce100
fever:211015,ce100,ce100
fever:211016,ce100,ce100
fever:211017,ce100,ce100
fever:211019,ce20,ce100
fever:211021,ce100,ce100
fever:211022,ce100,ce100
fever:211025,ce100,ce100
fever:211026,ce100,ce100
fever:211027,ce100,ce100
fever:21110,bm25,bm25
fever:211271,ce20,ce100
fever:211277,ce20,ce100
fever:211278,ce20,ce100
fever:211282,ce100,ce100
fever:211286,ce20,ce100
fever:211287,ce100,ce100
fever:211288,ce20,ce100
fever:211290,ce100,ce100
fever:211291,ce20,bm25
fever:211294,ce100,ce100
fever:211304,ce20,ce100
fever:21138,ce20,ce100
fever:21145,ce100,ce100
fever:21146,ce100,ce100
fever:211770,ce20,ce100
fever:211771,ce20,ce100
fever:211772,ce100,ce100
fever:211774,ce100,ce100
fever:211775,ce100,ce100
fever:211776,ce100,ce100
fever:211777,ce20,ce100
fever:211781,ce100,ce100
fever:211783,ce100,ce100
fever:211784,ce100,ce100
fever:211788,ce100,ce100
fever:211789,ce20,ce100
fever:211792,ce100,ce100
fever:211798,ce20,ce100
fever:211799,ce100,ce100
fever:211802,ce100,ce100
fever:211803,ce100,ce100
fever:211848,bm25,bm25
fever:211851,ce20,bm25
fever:211857,ce20,ce100
fever:211859,ce100,ce100
fever:211863,ce20,ce100
fever:211866,ce20,bm25
fever:21187,ce100,ce100
fever:211872,ce100,ce100
fever:21188,ce100,ce100
fever:21189,ce20,ce100
fever:21190,ce20,ce100
fever:212029,ce20,ce100
fever:212030,ce20,ce100
fever:212035,ce100,ce100
fever:212038,ce20,ce100
fever:212039,ce100,ce100
fever:21204,ce20,ce100
fever:212052,ce20,ce100
fever:212055,ce20,ce100
fever:21211,ce100,ce100
fever:212183,bm25,bm25
fever:212186,bm25,bm25
fever:212187,bm25,bm25
fever:212188,bm25,bm25
fever:212190,bm25,bm25
fever:212192,bm25,bm25
fever:212193,bm25,bm25
fever:212194,bm25,bm25
fever:212195,ce20,ce100
fever:212197,bm25,bm25
fever:212198,bm25,bm25
fever:212202,bm25,bm25
fever:212203,ce20,bm25
fever:212206,ce20,bm25
fever:212209,ce20,ce100
fever:21221,ce100,ce100
fever:212211,ce20,bm25
fever:212212,ce20,ce100
fever:212214,ce20,ce100
fever:212216,ce20,ce100
fever:212217,ce20,ce100
fever:212218,ce20,bm25
fever:212221,ce20,bm25
fever:212225,ce20,ce100
fever:212226,ce20,ce100
fever:212228,ce20,ce100
fever:212237,ce20,ce100
fever:212241,ce20,bm25
fever:212243,ce20,bm25
fever:212244,ce20,ce100
fever:21228,ce20,bm25
fever:212309,ce20,bm25
fever:212313,ce20,ce100
fever:212314,ce20,ce100
fever:212317,ce20,bm25
fever:212318,ce20,bm25
fever:212321,bm25,bm25
fever:212324,ce20,bm25
fever:212329,ce20,ce100
fever:212331,ce20,ce100
fever:212333,ce20,ce100
fever:212335,bm25,bm25
fever:212339,ce20,ce100
fever:212340,ce20,ce100
fever:21235,bm25,bm25
fever:21236,ce20,ce100
fever:21253,ce100,ce100
fever:21270,ce100,ce100
fever:21274,bm25,bm25
fever:212767,ce20,ce100
fever:212768,ce20,ce100
fever:212774,ce100,ce100
fever:212779,ce20,ce100
fever:212780,ce100,ce100
fever:21281,ce100,ce100
fever:21313,ce100,ce100
fever:21314,ce100,ce100
fever:21320,ce20,ce100
fever:213428,ce20,ce100
fever:213435,ce100,ce100
fever:213436,ce20,ce100
fever:213437,ce20,ce100
fever:213439,ce100,ce100
fever:213442,ce100,ce100
fever:213444,ce100,ce100
fever:213449,ce100,ce100
fever:21345,bm25,bm25
fever:213451,ce100,ce100
fever:213453,ce100,ce100
fever:21376,bm25,bm25
fever:213924,bm25,bm25
fever:213927,bm25,bm25
fever:213928,ce20,bm25
fever:213930,bm25,bm25
fever:213935,bm25,bm25
fever:213936,ce20,bm25
fever:213937,bm25,bm25
fever:213940,bm25,bm25
fever:213941,ce20,bm25
fever:213943,bm25,bm25
fever:213945,bm25,bm25
fever:213948,bm25,bm25
fever:213949,bm25,bm25
fever:213952,bm25,bm25
fever:213953,bm25,bm25
fever:213954,bm25,bm25
fever:213955,bm25,bm25
fever:21404,ce20,ce100
fever:21405,ce20,ce100
fever:214238,ce100,ce100
fever:214247,ce20,ce100
fever:214256,ce20,ce100
fever:214258,ce20,bm25
fever:214262,ce20,ce100
fever:214266,ce100,ce100
fever:214268,ce100,ce100
fever:214270,ce20,ce100
fever:214271,ce100,ce100
fever:214272,ce100,ce100
fever:2144,ce20,ce100
fever:2147,ce20,ce100
fever:214780,bm25,bm25
fever:214784,ce20,ce100
fever:214785,bm25,bm25
fever:214787,ce20,bm25
fever:214789,bm25,bm25
fever:214790,bm25,bm25
fever:214799,ce20,ce100
fever:21483,ce20,ce100
fever:21493,ce100,ce100
fever:21494,ce100,ce100
fever:21495,ce20,ce100
fever:214973,ce20,bm25
fever:214974,bm25,bm25
fever:214975,bm25,bm25
fever:214976,ce20,bm25
fever:214977,ce20,bm25
fever:214982,ce20,ce100
fever:214985,ce20,bm25
fever:214986,ce20,ce100
fever:214988,ce20,ce100
fever:214989,ce20,ce100
fever:2150,ce100,ce100
fever:2151,ce100,ce100
fever:215113,ce100,ce100
fever:215121,ce100,ce100
fever:215122,ce100,ce100
fever:215123,ce100,ce100
fever:215125,ce20,ce100
fever:215128,ce100,ce100
fever:215129,ce20,ce100
fever:215130,ce20,ce100
fever:215131,ce100,ce100
fever:215135,ce20,ce100
fever:215137,ce20,ce100
fever:215140,ce20,ce100
fever:215199,ce20,ce100
fever:215200,ce20,ce100
fever:215201,ce20,ce100
fever:215202,ce20,ce100
fever:215206,ce20,ce100
fever:215211,ce20,ce100
fever:215215,ce20,ce100
fever:215218,ce100,ce100
fever:215224,ce20,ce100
fever:215226,ce100,ce100
fever:215227,ce20,ce100
fever:215230,bm25,bm25
fever:215267,ce100,ce100
fever:215272,ce20,ce100
fever:215274,ce100,ce100
fever:215276,ce100,ce100
fever:215277,ce100,ce100
fever:215279,ce100,ce100
fever:215283,ce100,ce100
fever:215285,ce20,ce100
fever:215476,ce20,bm25
fever:215477,ce20,ce100
fever:215479,ce20,ce100
fever:215482,ce20,ce100
fever:215484,ce100,ce100
fever:215487,ce20,ce100
fever:215490,ce20,ce100
fever:215491,ce100,ce100
fever:215493,ce20,ce100
fever:215495,ce20,ce100
fever:215497,ce100,ce100
fever:215498,ce100,ce100
fever:215500,ce20,ce100
fever:215502,ce100,ce100
fever:215503,ce20,bm25
fever:215504,ce20,ce100
fever:215506,ce100,ce100
fever:215507,ce100,ce100
fever:215510,ce100,ce100
fever:21558,ce100,ce100
fever:21564,ce20,bm25
fever:21566,ce20,ce100
fever:215851,ce20,ce100
fever:215853,ce100,ce100
fever:215859,ce20,ce100
fever:215860,ce20,ce100
fever:215861,ce100,ce100
fever:215862,ce100,ce100
fever:215865,ce100,ce100
fever:215867,ce100,ce100
fever:215872,ce100,ce100
fever:215873,ce100,ce100
fever:215874,ce20,ce100
fever:215875,ce100,ce100
fever:215878,ce20,bm25
fever:21588,ce20,ce100
fever:21607,ce100,ce100
fever:21617,ce100,ce100
fever:216179,ce20,ce100
fever:216186,ce100,ce100
fever:216188,ce100,ce100
fever:216192,ce20,bm25
fever:216193,ce20,bm25
fever:216196,ce100,ce100
fever:216197,ce20,ce100
fever:216347,ce20,ce100
fever:216349,ce20,bm25
fever:216351,ce20,ce100
fever:216352,ce100,ce100
fever:216356,ce20,ce100
fever:216358,ce100,ce100
fever:216360,ce20,ce100
fever:216362,ce20,ce100
fever:216363,ce20,ce100
fever:216364,ce100,ce100
fever:216365,bm25,bm25
fever:216366,ce20,ce100
fever:216367,ce100,ce100
fever:216368,ce20,ce100
fever:216381,ce100,ce100
fever:216382,ce100,ce100
fever:216384,ce20,ce100
fever:216387,ce100,ce100
fever:216389,ce100,ce100
fever:216390,bm25,bm25
fever:216392,ce20,bm25
fever:216393,ce20,ce100
fever:216395,ce100,ce100
fever:216397,ce100,ce100
fever:216399,ce20,ce100
fever:216401,ce20,ce100
fever:21644,ce20,ce100
fever:21647,ce20,ce100
fever:216578,ce20,bm25
fever:216581,bm25,bm25
fever:216583,bm25,bm25
fever:216585,bm25,bm25
fever:216591,bm25,bm25
fever:216593,bm25,bm25
fever:216594,bm25,bm25
fever:216595,bm25,bm25
fever:216597,bm25,bm25
fever:216599,bm25,bm25
fever:216771,ce100,ce100
fever:216774,ce20,ce100
fever:216777,ce100,ce100
fever:216779,ce100,ce100
fever:216780,ce20,ce100
fever:216781,ce20,ce100
fever:216783,ce20,ce100
fever:216784,ce20,ce100
fever:216790,ce100,ce100
fever:216791,ce100,ce100
fever:216793,ce20,ce100
fever:216795,ce20,ce100
fever:216798,ce100,ce100
fever:216799,ce20,ce100
fever:217014,ce20,ce100
fever:217018,ce20,ce100
fever:217023,ce20,ce100
fever:217024,ce20,bm25
fever:217025,ce20,bm25
fever:217027,ce20,ce100
fever:217091,bm25,bm25
fever:217093,bm25,bm25
fever:217094,bm25,bm25
fever:217102,bm25,bm25
fever:217107,bm25,bm25
fever:217111,bm25,bm25
fever:217115,bm25,bm25
fever:21716,ce20,bm25
fever:217166,ce20,ce100
fever:217167,ce100,ce100
fever:217168,ce20,ce100
fever:217170,bm25,bm25
fever:217172,ce20,ce100
fever:217177,ce20,ce100
fever:217179,ce20,ce100
fever:217181,bm25,bm25
fever:217182,ce20,ce100
fever:217187,ce100,ce100
fever:21719,ce20,bm25
fever:217194,bm25,bm25
fever:217195,ce100,ce100
fever:217196,ce100,ce100
fever:217197,ce100,ce100
fever:217198,ce20,ce100
fever:21720,ce100,ce100
fever:217201,ce20,ce100
fever:217205,ce20,ce100
fever:217210,ce20,ce100
fever:217212,ce20,ce100
fever:217215,ce100,ce100
fever:217217,ce100,ce100
fever:217221,bm25,bm25
fever:21728,ce100,ce100
fever:217379,ce20,bm25
fever:217380,ce100,ce100
fever:217381,bm25,bm25
fever:217390,ce20,bm25
fever:217391,ce100,ce100
fever:217658,ce20,ce100
fever:217660,ce20,ce100
fever:217662,ce20,bm25
fever:217666,ce20,ce100
fever:217669,ce20,ce100
fever:217670,ce20,ce100
fever:217671,ce20,ce100
fever:217672,ce20,ce100
fever:217676,ce20,ce100
fever:217678,ce20,ce100
fever:217680,ce100,ce100
fever:217683,ce100,ce100
fever:217684,ce100,ce100
fever:21775,ce100,ce100
