query_uid,arr3_seed20260807,arr3_seed20260808,arr3_seed20260809,arr3_seed20260810,arr3_seed20260811,arr5_seed20260807,arr5_seed20260808,arr5_seed20260809,arr5_seed20260810,arr5_seed20260811
fever:177978,ce20,ce100,ce100,ce100,bm25,ce100,bi200,ce20,ce20,bi200
fever:17807,bm25,ce20,bm25,bm25,ce20,ce20,ce20,ce20,bm25,bm25
fever:178150,ce100,ce100,bm25,ce100,ce100,ce100,bi200,hybrid,hybrid,hybrid
fever:178153,bm25,ce20,bm25,bm25,ce20,hybrid,bi200,hybrid,hybrid,hybrid
fever:178157,ce20,ce100,bm25,ce20,ce100,hybrid,bi200,hybrid,hybrid,hybrid
fever:178158,bm25,ce20,bm25,ce20,ce100,ce100,hybrid,hybrid,hybrid,hybrid
fever:178159,ce20,ce100,bm25,ce100,ce20,hybrid,hybrid,hybrid,hybrid,hybrid
fever:178166,ce100,ce100,bm25,ce20,ce20,hybrid,hybrid,hybrid,hybrid,hybrid
fever:178167,ce20,ce100,bm25,ce100,ce100,ce100,hybrid,hybrid,hybrid,hybrid
fever:178168,ce20,ce100,bm25,ce100,ce100,hybrid,hybrid,hybrid,hybrid,hybrid
fever:178169,ce20,ce100,bm25,ce20,ce20,ce100,hybrid,ce100,hybrid,hybrid
fever:178171,ce20,ce100,bm25,ce100,ce100,hybrid,hybrid,hybrid,hybrid,hybrid
fever:178172,bm25,ce20,bm25,ce20,ce100,ce100,hybrid,hybrid,hybrid,hybrid
fever:178210,bm25,bm25,bm25,bm25,bm25,bi200,bi200,bm25,bi200,ce20
fever:178213,ce20,bm25,bm25,bm25,bm25,hybrid,ce100,bm25,bi200,bi200
fever:178214,bm25,bm25,bm25,bm25,bm25,bi200,bm25,bm25,bi200,bi200
fever:178216,ce20,bm25,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,bi200
fever:178219,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,bm25,bi200,bi200
fever:178223,ce20,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bi200,bi200
fever:178225,ce20,bm25,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,bi200
fever:178227,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,bm25,bi200,bi200
fever:178229,ce20,bm25,bm25,bm25,bm25,hybrid,bm25,bm25,bi200,bi200
fever:178230,bm25,bm25,bm25,bm25,ce20,bi200,bm25,hybrid,hybrid,bm25
fever:178233,ce20,ce20,bm25,bm25,ce100,ce20,bm25,ce20,ce20,ce20
fever:178237,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,ce20,hybrid,hybrid
fever:178240,bm25,ce100,ce100,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:178241,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,ce20
fever:178250,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,ce20,ce20,ce20
fever:178254,bm25,ce20,ce20,ce100,ce100,ce20,bm25,ce100,ce20,ce100
fever:178255,bm25,ce100,ce100,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:178328,ce20,ce20,ce20,ce20,ce100,ce100,ce100,hybrid,bi200,ce20
fever:178330,ce20,ce20,ce20,ce20,ce100,ce20,bm25,ce20,ce20,hybrid
fever:178331,bm25,ce20,ce20,ce20,ce100,bm25,bi200,hybrid,bi200,ce20
fever:178334,ce100,ce20,ce20,ce100,ce20,bi200,ce100,ce20,ce20,bi200
fever:178337,bm25,ce20,ce20,ce20,bm25,ce100,bi200,hybrid,bi200,hybrid
fever:178341,ce100,ce100,ce20,ce100,ce100,bi200,ce100,ce20,ce20,bi200
fever:178342,bm25,ce20,ce20,ce20,ce100,bm25,bi200,hybrid,bi200,hybrid
fever:178344,ce20,ce100,ce20,ce100,ce20,bi200,bi200,hybrid,bi200,bi200
fever:178348,ce20,ce20,ce20,ce100,ce100,ce100,ce100,ce20,bi200,hybrid
fever:17840,bm25,ce100,bm25,bm25,bm25,hybrid,bm25,hybrid,bm25,bm25
fever:17841,bm25,ce100,bm25,bm25,ce100,ce100,bm25,hybrid,bm25,bm25
fever:17847,ce20,ce20,ce20,ce20,ce20,ce20,ce100,bm25,hybrid,ce100
fever:17855,ce100,ce100,ce100,ce100,ce100,ce20,bi200,ce100,ce100,ce100
fever:17865,ce100,ce20,bm25,bm25,bm25,bi200,bm25,bm25,bi200,ce20
fever:17866,bm25,ce20,bm25,bm25,bm25,bi200,bm25,bm25,bi200,ce20
fever:178855,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,ce100
fever:178856,bm25,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,ce100
fever:178858,ce100,ce20,bm25,bm25,ce20,ce100,bm25,ce20,bm25,hybrid
fever:178859,ce20,bm25,bm25,bm25,ce20,ce100,bm25,ce20,bm25,bm25
fever:178874,ce20,ce20,bm25,bm25,ce20,ce20,bm25,hybrid,hybrid,bm25
fever:178880,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,ce20
fever:178892,ce100,ce20,ce20,bm25,ce100,ce100,bm25,ce20,ce20,ce20
fever:178893,ce100,ce20,ce20,ce100,ce20,ce20,bm25,bm25,ce100,ce100
fever:178896,bm25,ce20,bm25,bm25,ce20,ce100,bm25,ce20,bm25,bm25
fever:178898,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,ce20
fever:178899,ce100,ce20,ce20,bm25,ce20,ce100,ce20,ce100,ce20,hybrid
fever:178900,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,bm25
fever:178902,bm25,ce20,ce20,bm25,bm25,ce20,bm25,ce20,ce20,ce20
fever:178904,ce100,ce100,ce100,bm25,ce20,ce20,bm25,ce20,ce20,hybrid
fever:178906,ce100,ce20,ce20,bm25,ce20,ce20,ce20,bi200,ce20,ce100
fever:178908,ce20,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,ce20
fever:178909,bm25,ce20,ce20,bm25,ce20,ce20,bm25,bm25,hybrid,ce100
fever:178911,bm25,bm25,ce20,ce20,ce20,ce20,bm25,hybrid,ce20,ce100
fever:178912,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,bm25
fever:179004,bm25,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20
fever:179007,bm25,ce20,ce20,ce20,ce20,bm25,ce20,bm25,ce20,bm25
fever:179009,bm25,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:179016,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,ce20,bm25
fever:179017,bm25,bm25,ce100,ce20,ce20,ce20,ce100,ce100,ce20,ce20
fever:179025,bm25,bm25,bm25,bm25,ce20,bi200,bi200,ce20,hybrid,bm25
fever:179029,ce20,ce20,ce20,bm25,ce20,bm25,ce100,ce20,ce20,ce20
fever:179035,ce20,bm25,bm25,bm25,ce20,bm25,bm25,bm25,ce20,bm25
fever:179036,ce20,ce20,bm25,bm25,ce20,hybrid,bm25,hybrid,hybrid,hybrid
fever:179038,ce20,ce20,bm25,bm25,ce20,bm25,bm25,ce20,bm25,bm25
fever:179039,ce20,bm25,bm25,bm25,ce20,hybrid,bm25,hybrid,bm25,bm25
fever:179040,ce20,bm25,bm25,ce20,ce20,bi200,bm25,hybrid,bm25,bm25
fever:179042,ce20,bm25,ce20,bm25,ce20,bi200,bm25,hybrid,bm25,bm25
fever:179046,ce20,bm25,ce20,ce20,ce20,bi200,bm25,hybrid,hybrid,hybrid
fever:17907,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,ce20,ce20
fever:179087,ce20,ce20,ce20,ce100,ce20,bi200,bi200,hybrid,bm25,ce20
fever:179088,ce20,ce100,ce20,ce20,ce20,bi200,bi200,ce100,bi200,ce20
fever:179089,ce100,ce20,ce20,ce100,ce20,bi200,bi200,bi200,bi200,hybrid
fever:179091,ce20,ce100,ce20,ce100,ce20,bi200,bi200,bi200,bi200,ce20
fever:179100,bm25,bm25,bm25,bm25,bm25,bi200,bm25,bm25,ce20,bm25
fever:179103,ce20,ce100,ce20,ce100,ce100,ce100,bi200,ce100,hybrid,ce20
fever:179105,ce100,ce20,bm25,bm25,ce20,bi200,ce100,bi200,bi200,bi200
fever:179109,ce100,bm25,ce20,ce20,ce20,bi200,bi200,bi200,bi200,hybrid
fever:179112,ce20,bm25,ce20,ce100,ce20,ce100,bi200,ce100,ce20,hybrid
fever:17914,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25,bm25
fever:179266,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25
fever:179268,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,ce20,bm25
fever:179270,bm25,ce20,bm25,bm25,ce20,ce100,ce20,hybrid,bm25,hybrid
fever:179276,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25
fever:179280,bm25,ce20,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25
fever:179286,ce100,ce20,ce20,bm25,ce20,ce20,ce20,hybrid,bm25,hybrid
fever:179287,ce100,ce20,ce20,bm25,ce20,ce20,bi200,ce20,ce20,ce100
fever:179289,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25
fever:179302,bm25,bm25,bm25,bm25,ce20,ce100,ce20,ce20,ce20,ce100
fever:179305,bm25,bm25,bm25,bm25,bm25,ce100,bm25,ce20,ce20,ce100
fever:179306,bm25,bm25,bm25,bm25,ce20,hybrid,ce20,ce20,bm25,ce100
fever:179308,bm25,bm25,ce100,ce100,ce100,ce100,bi200,ce20,hybrid,ce100
fever:179310,bm25,bm25,bm25,bm25,bm25,ce100,bm25,ce20,bm25,bi200
fever:179313,ce20,bm25,ce100,bm25,ce100,bi200,bi200,ce20,hybrid,hybrid
fever:179314,bm25,bm25,bm25,bm25,ce20,hybrid,ce20,ce20,ce20,ce100
fever:179316,bm25,bm25,bm25,bm25,bm25,ce100,bm25,ce20,bm25,bi200
fever:179317,bm25,bm25,bm25,bm25,bm25,ce100,bm25,ce20,bm25,bi200
fever:179320,ce20,ce20,bm25,bm25,ce20,ce20,bi200,bi200,ce20,bi200
fever:179326,bm25,ce20,ce20,ce20,ce20,bm25,bm25,bm25,bm25,bi200
fever:179328,ce20,ce20,ce20,bm25,ce20,ce20,ce100,bi200,ce20,bm25
fever:17933,bm25,bm25,bm25,bm25,bm25,bi200,bm25,hybrid,bm25,bm25
fever:179332,ce20,ce100,ce20,ce100,ce20,ce20,bi200,bi200,ce20,bi200
fever:179340,bm25,ce20,ce20,bm25,ce20,ce20,ce20,bm25,ce20,bm25
fever:179342,bm25,ce20,ce20,bm25,ce20,ce20,ce100,bm25,ce20,ce20
fever:179343,ce100,ce100,ce20,bm25,ce20,ce20,ce20,bm25,ce20,hybrid
fever:179352,bm25,ce20,ce20,bm25,ce20,ce100,bm25,bi200,ce20,bi200
fever:17946,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce20,ce20
fever:17947,ce20,bm25,bm25,bm25,bm25,ce100,bi200,bm25,bm25,bi200
fever:17973,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,hybrid,hybrid,hybrid
fever:179732,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:179735,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179738,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25
fever:179741,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,hybrid,bm25
fever:179743,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179744,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179745,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:179748,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179751,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179754,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179758,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,ce20,bm25
fever:179762,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179763,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:179815,ce20,bm25,bm25,ce20,ce20,bm25,bm25,ce20,bm25,bm25
fever:179816,ce20,bm25,ce20,ce20,ce20,bm25,bm25,ce20,bm25,bm25
fever:179817,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,hybrid,hybrid
fever:179819,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce100,ce20,ce20
fever:179821,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,ce20
fever:179825,bm25,bm25,bm25,ce20,ce20,ce20,bm25,ce20,ce20,bm25
fever:179827,bm25,ce20,bm25,ce20,ce20,ce20,bm25,bm25,ce20,bm25
fever:179831,bm25,bm25,bm25,ce20,bm25,ce20,bm25,ce20,bm25,bm25
fever:179832,bm25,bm25,bm25,ce20,ce20,ce20,bm25,ce20,bm25,bm25
fever:179834,ce20,ce20,bm25,ce20,ce20,ce20,bm25,ce20,ce20,bm25
fever:179835,ce100,bm25,ce100,ce20,ce100,ce20,ce100,ce100,ce20,bm25
fever:179836,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,ce20,ce20
fever:179841,bm25,ce20,ce20,ce20,ce20,ce20,ce100,ce20,hybrid,ce20
fever:1799,ce20,ce20,ce20,ce100,ce20,ce20,ce100,bi200,hybrid,bm25
fever:17993,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:17994,ce20,bm25,bm25,ce20,ce20,ce20,bm25,ce20,bm25,ce20
fever:18004,ce100,ce20,ce20,ce100,ce20,ce20,ce100,bm25,ce20,ce100
fever:18030,ce20,ce100,ce20,ce20,ce20,bi200,bm25,ce20,ce20,bm25
fever:18031,bm25,ce100,ce20,ce20,bm25,ce20,bi200,bm25,bi200,bm25
fever:18032,bm25,ce100,ce20,ce20,bm25,ce20,bi200,bm25,bi200,bm25
fever:18037,ce100,ce100,ce100,ce100,ce100,bi200,bi200,hybrid,hybrid,bi200
fever:18051,ce20,bm25,bm25,bm25,bm25,ce100,hybrid,hybrid,bm25,hybrid
fever:180563,ce20,ce20,ce20,bm25,ce20,bi200,ce20,bi200,ce20,ce20
fever:180564,ce20,bm25,ce20,ce20,ce20,hybrid,ce20,bi200,ce20,ce20
fever:180566,ce20,bm25,ce20,bm25,ce20,hybrid,ce20,hybrid,ce20,ce20
fever:180572,bm25,bm25,ce20,bm25,ce20,bm25,ce100,ce20,ce20,ce20
fever:180573,ce20,ce20,ce20,bm25,ce20,bi200,ce20,bi200,ce20,ce20
fever:180574,bm25,bm25,ce20,bm25,ce20,ce20,ce100,ce20,ce20,bi200
fever:180577,ce20,ce20,ce20,ce20,ce20,bm25,ce20,bi200,ce20,bm25
fever:180578,ce20,ce100,ce20,ce20,ce20,ce20,ce100,bi200,ce100,ce20
fever:180579,ce20,ce20,ce20,ce20,ce20,ce20,ce100,bi200,ce20,bm25
fever:180581,ce20,bm25,ce20,ce20,ce20,ce20,ce20,bm25,ce100,bm25
fever:180582,ce20,bm25,ce20,bm25,ce20,ce20,ce20,ce100,ce20,hybrid
fever:180589,ce20,ce20,ce20,bm25,ce20,bi200,ce20,bi200,ce20,bm25
fever:18064,bm25,bm25,bm25,bm25,ce100,bm25,ce100,bi200,ce20,bm25
fever:18065,bm25,bm25,bm25,bm25,bm25,bm25,ce100,bm25,ce20,bi200
fever:18066,ce100,ce20,ce20,bm25,ce100,ce100,bi200,bm25,ce100,bi200
fever:180689,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20,bm25
fever:180691,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce100,bm25
fever:180695,ce20,ce20,bm25,ce20,bm25,ce100,ce20,ce20,ce20,bm25
fever:180697,ce100,ce20,ce100,ce20,ce100,ce20,ce100,ce20,ce100,ce20
fever:180699,ce20,ce20,ce20,ce20,bm25,ce100,bm25,ce20,ce20,bm25
fever:180702,ce20,bm25,bm25,bm25,bm25,ce20,ce20,ce20,ce20,bm25
fever:180706,ce20,ce20,ce100,ce20,ce100,ce20,ce100,ce20,ce20,ce20
fever:180707,bm25,ce20,ce20,bm25,bm25,ce20,bm25,ce20,ce20,ce20
fever:180709,ce100,ce20,ce20,ce100,ce20,ce100,bi200,bi200,hybrid,bm25
fever:180710,ce100,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,bm25
fever:180711,ce20,ce20,ce20,ce20,ce100,ce100,ce20,ce20,ce20,bm25
fever:180714,ce20,ce20,bm25,ce20,ce20,ce20,ce100,ce20,ce20,hybrid
fever:180716,ce20,ce20,bm25,ce20,bm25,ce100,ce20,hybrid,bi200,bi200
fever:180717,ce20,bm25,bm25,ce20,bm25,ce100,ce20,hybrid,bi200,bi200
fever:180721,bm25,bm25,bm25,bm25,bm25,ce100,bm25,bm25,bi200,bi200
fever:180722,bm25,bm25,ce100,bm25,bm25,ce20,bm25,hybrid,bi200,ce20
fever:180723,ce20,ce20,bm25,ce20,bm25,ce20,ce20,bm25,bi200,bi200
fever:180724,bm25,ce20,bm25,ce20,ce20,ce20,bm25,bm25,ce20,bi200
fever:180726,bm25,bm25,ce100,bm25,bm25,ce20,bm25,hybrid,bi200,bi200
fever:180730,ce20,bm25,bm25,bm25,bm25,hybrid,ce20,bm25,bm25,ce20
fever:180732,ce20,ce20,ce20,ce20,ce20,ce20,ce20,hybrid,ce20,ce100
fever:180733,ce20,ce20,bm25,ce20,bm25,ce20,ce20,bm25,bi200,bi200
fever:180734,bm25,ce20,bm25,bm25,bm25,ce100,hybrid,hybrid,hybrid,bi200
fever:180735,bm25,bm25,ce100,bm25,bm25,ce20,bm25,bm25,bi200,ce20
fever:180736,ce20,bm25,bm25,bm25,ce20,ce20,ce20,ce20,ce20,hybrid
fever:18079,bm25,bm25,ce100,ce100,ce100,bi200,bi200,hybrid,hybrid,bi200
fever:181114,ce100,ce100,ce100,ce20,ce20,ce100,bi200,ce100,ce20,ce100
fever:181115,ce20,bm25,bm25,bm25,bm25,ce20,bm25,bm25,bm25,bm25
fever:181118,ce20,bm25,bm25,bm25,bm25,ce20,bm25,bm25,ce20,bm25
fever:181125,bm25,bm25,bm25,ce20,bm25,ce100,bm25,bm25,bm25,bm25
fever:181127,ce20,ce100,ce100,ce20,ce100,ce20,ce100,ce20,ce20,ce100
fever:181128,ce20,ce100,ce100,ce20,ce100,ce20,ce100,ce20,ce100,ce100
fever:181132,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,bi200
fever:181133,bm25,bm25,bm25,ce20,bm25,ce100,bm25,bm25,hybrid,hybrid
fever:181182,ce20,ce20,bm25,bm25,ce20,bi200,bi200,hybrid,ce20,bm25
fever:181183,ce20,bm25,bm25,bm25,ce20,bi200,bm25,hybrid,ce20,bm25
fever:181184,ce20,ce20,bm25,ce20,bm25,bm25,ce100,ce20,ce20,ce20
fever:181185,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100
fever:181186,ce20,bm25,ce20,bm25,ce20,bi200,hybrid,ce20,ce20,ce20
fever:181187,ce20,bm25,ce20,bm25,ce20,bi200,ce20,ce20,ce20,bm25
fever:181188,bm25,ce20,ce20,bm25,ce20,bi200,hybrid,hybrid,ce20,bm25
fever:181190,ce20,ce20,ce20,ce20,ce20,bi200,ce100,ce100,hybrid,hybrid
fever:181197,ce100,ce100,ce20,ce20,ce100,ce20,bi200,ce100,ce20,ce100
fever:181199,ce20,bm25,ce20,bm25,bm25,ce20,ce100,ce20,ce20,bm25
fever:181201,ce20,bm25,bm25,bm25,ce20,hybrid,hybrid,hybrid,ce20,ce20
fever:181202,bm25,bm25,bm25,bm25,bm25,bi200,ce100,ce20,hybrid,ce20
fever:181205,bm25,bm25,ce100,bm25,ce20,ce100,ce100,ce20,ce20,ce20
fever:181206,ce100,ce20,bm25,bm25,ce20,bi200,bi200,ce20,ce20,bm25
fever:181209,ce100,ce100,bm25,bm25,ce100,ce100,bm25,ce100,ce100,bm25
fever:181210,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20,ce20,ce20
fever:181211,ce20,ce100,ce100,bm25,ce100,bi200,ce100,ce100,hybrid,bm25
fever:181213,ce100,ce20,bm25,ce100,bm25,bm25,ce100,bm25,ce20,ce20
fever:181216,ce20,ce20,bm25,bm25,ce20,bi200,bi200,hybrid,ce100,bm25
fever:181250,bm25,bm25,bm25,bm25,ce20,ce20,ce20,bm25,bm25,bm25
fever:181255,bm25,bm25,ce100,ce20,ce100,bm25,bi200,hybrid,hybrid,bm25
fever:181262,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:181264,ce100,ce20,ce20,ce20,ce20,ce20,hybrid,bm25,ce20,ce20
fever:181265,bm25,bm25,ce100,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:181266,bm25,bm25,ce20,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:181267,bm25,bm25,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:181269,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:181270,bm25,bm25,ce100,ce20,ce100,bm25,bm25,hybrid,hybrid,bm25
fever:181271,bm25,bm25,ce20,bm25,bm25,ce20,ce100,ce20,ce20,ce20
fever:181273,bm25,ce20,ce20,bm25,ce20,ce20,bm25,ce20,ce20,bm25
fever:181274,bm25,bm25,bm25,bm25,ce20,ce20,ce20,bm25,ce20,bm25
fever:18142,bm25,ce100,bm25,ce20,ce20,ce100,bi200,bi200,hybrid,ce20
fever:18159,ce100,bm25,bm25,ce100,ce20,bi200,bi200,bi200,hybrid,bi200
fever:181598,bm25,ce20,bm25,ce20,ce20,ce100,ce100,hybrid,ce20,ce20
fever:181604,bm25,ce100,bm25,ce20,ce100,ce100,ce100,hybrid,hybrid,bm25
fever:181606,bm25,ce20,bm25,ce20,ce20,ce100,ce100,hybrid,hybrid,bm25
fever:181619,bm25,ce20,bm25,ce20,ce20,ce100,bm25,bm25,hybrid,ce20
fever:181620,bm25,ce20,bm25,ce20,ce20,bi200,ce20,hybrid,bm25,bm25
fever:181621,ce20,ce20,bm25,ce20,ce100,ce100,ce20,hybrid,hybrid,bm25
fever:181624,ce100,ce100,ce100,bm25,ce100,bi200,ce100,ce100,bi200,ce20
fever:181627,ce100,ce100,ce100,bm25,ce100,bi200,ce100,hybrid,hybrid,hybrid
fever:181628,ce100,ce100,ce100,bm25,ce100,bi200,bi200,hybrid,hybrid,bi200
fever:181629,ce100,ce100,ce100,bm25,ce100,bi200,ce100,hybrid,bi200,bi200
fever:181630,bm25,ce20,ce100,bm25,ce20,bi200,bi200,bi200,bi200,ce20
fever:181631,ce100,ce100,ce100,bm25,bm25,bi200,ce100,hybrid,hybrid,bi200
fever:181633,ce100,ce100,ce100,bm25,ce100,hybrid,ce100,hybrid,hybrid,hybrid
fever:181634,bm25,ce100,bm25,bm25,bm25,hybrid,ce100,hybrid,hybrid,ce20
fever:181637,ce100,ce100,ce100,ce100,ce100,bi200,ce100,hybrid,hybrid,hybrid
fever:181638,ce100,ce100,ce100,ce100,ce100,bi200,ce100,hybrid,hybrid,ce100
fever:181640,ce100,ce100,ce100,ce100,ce100,bi200,ce100,hybrid,hybrid,hybrid
fever:181642,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100,bi200,ce100
fever:181643,ce100,bm25,ce100,ce20,ce100,bi200,bi200,hybrid,hybrid,hybrid
fever:18179,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100,ce100
fever:181823,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,bm25
fever:181824,ce20,ce20,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20
fever:181826,ce20,ce20,ce20,ce20,ce100,ce20,ce100,ce20,ce20,ce20
fever:181827,ce20,ce20,ce20,bm25,ce100,ce20,ce20,ce20,ce20,bm25
fever:181837,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,bm25
fever:181843,bm25,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20
fever:181869,ce20,bm25,ce20,ce20,ce20,bi200,ce20,bi200,ce20,ce20
fever:181871,ce20,ce20,bm25,bm25,bm25,ce20,ce100,bm25,ce20,bm25
fever:181873,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20
fever:181880,ce20,bm25,bm25,bm25,ce20,ce20,bm25,ce20,ce20,bm25
fever:181881,bm25,ce100,bm25,bm25,bm25,ce100,bi200,ce20,ce20,bi200
fever:181882,ce20,ce20,bm25,bm25,bm25,ce100,bi200,ce100,ce20,bm25
fever:181883,ce20,ce20,bm25,ce20,ce20,bi200,bi200,bi200,ce100,bm25
fever:181884,ce20,ce20,ce20,ce20,bm25,ce20,bi200,bm25,ce20,ce20
fever:18197,bm25,bm25,bm25,bm25,bm25,bi200,bm25,hybrid,bi200,ce20
fever:181976,bm25,ce20,bm25,bm25,ce20,ce100,bi200,bm25,bm25,bm25
fever:181978,bm25,ce20,bm25,bm25,ce20,ce20,bi200,ce20,ce20,hybrid
fever:181980,bm25,ce20,bm25,bm25,ce20,ce100,bi200,bm25,bm25,bm25
fever:181982,ce20,ce20,ce100,bm25,ce20,ce100,bi200,ce20,ce100,ce100
fever:181983,bm25,ce20,bm25,bm25,ce20,ce100,bi200,ce20,ce20,bi200
fever:181986,ce100,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce100,hybrid
fever:181992,bm25,ce20,bm25,bm25,ce20,ce20,bi200,ce20,bm25,bm25
fever:181994,ce20,ce20,bm25,bm25,ce20,ce100,bi200,ce20,bm25,bm25
fever:182032,ce20,ce100,bm25,ce100,ce20,hybrid,hybrid,hybrid,hybrid,hybrid
fever:182033,ce20,ce20,bm25,ce100,ce100,ce100,bi200,ce20,bm25,bi200
fever:182034,ce20,ce20,bm25,ce20,ce20,bi200,bi200,bi200,ce20,bm25
fever:182035,ce100,bm25,ce100,ce20,ce20,bi200,hybrid,hybrid,ce20,hybrid
fever:182036,ce20,ce20,ce20,ce20,ce20,ce20,hybrid,hybrid,ce100,bm25
fever:182039,ce20,ce100,ce20,bm25,ce100,hybrid,ce100,ce20,ce100,hybrid
fever:182040,ce20,ce100,ce100,ce100,ce20,bi200,hybrid,ce100,ce20,hybrid
fever:182041,ce20,ce100,ce100,ce100,ce100,ce20,ce100,ce100,ce100,bi200
fever:182042,ce100,ce20,bm25,ce20,ce20,ce100,hybrid,ce100,ce100,ce20
fever:182043,ce100,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,ce100,ce100
fever:182044,ce20,ce20,bm25,bm25,ce20,bi200,hybrid,hybrid,ce20,ce20
fever:182051,ce20,ce20,bm25,ce100,ce20,ce100,hybrid,ce20,ce20,bi200
fever:18222,ce100,ce20,bm25,bm25,ce20,hybrid,ce100,hybrid,hybrid,hybrid
fever:182267,ce20,ce20,ce20,bm25,ce20,ce20,ce100,hybrid,hybrid,ce20
fever:182268,ce100,ce100,ce100,bm25,ce100,ce100,hybrid,ce100,hybrid,hybrid
fever:182269,ce20,ce20,ce20,bm25,ce20,ce20,bi200,hybrid,bi200,hybrid
fever:182271,ce100,ce100,ce100,bm25,ce100,ce100,hybrid,hybrid,hybrid,ce20
fever:182272,ce20,ce20,bm25,bm25,ce20,ce20,bm25,hybrid,bm25,hybrid
